측정소,년,월,일,시,CO,NO₂,PM10,PM2.5,Temp,direction(wind),speed(wind),Precipitation
801 온천동,2014,6,23,20,점검,점검,동불,,21.3,282.2,1.9,0
801 온천동,2014,6,23,21,0.8,0.053,동불,,20.4,2.8,1,1.5
801 온천동,2014,6,23,22,0.8,0.047,동불,,19.2,211.7,0.7,0.5
801 온천동,2014,6,23,23,0.8,0.04,동불,,18.9,74.4,0.7,0
801 온천동,2014,6,23,24,0.9,0.039,동불,,18.4,0,0.3,0
801 온천동,2014,6,24,1,0.4,0.031,동불,,19.3,273.9,2.5,0
801 온천동,2014,6,24,2,0.3,0.03,동불,,19.5,295.4,0.6,0
801 온천동,2014,6,24,3,0.3,0.023,동불,,18.2,78,0.9,0
801 온천동,2014,6,24,4,0.2,0.02,동불,,18.6,304,0.7,0
801 온천동,2014,6,24,5,0.3,0.023,동불,,19.6,0,0.4,0
801 온천동,2014,6,24,6,0.4,0.031,동불,,20.2,328.7,1,0
801 온천동,2014,6,24,7,0.6,0.052,동불,,23.1,168.3,0.7,0
801 온천동,2014,6,24,8,0.5,0.047,동불,,23.6,270.8,1.8,0
801 온천동,2014,6,24,9,0.5,0.048,동불,,24.1,165,2.2,0
801 온천동,2014,6,24,10,0.5,0.043,동불,,23.2,185.7,2.9,0
801 온천동,2014,6,24,11,0.5,0.044,동불,,23.7,184.4,2.9,0
801 온천동,2014,6,24,12,0.6,0.049,동불,,25.1,167.2,2.5,0
801 온천동,2014,6,24,13,0.5,0.056,점검,,25.2,167.4,2.7,0
801 온천동,2014,6,24,14,0.5,0.059,점검,,24.2,201.7,2.2,0
801 온천동,2014,6,24,15,0.8,0.064,점검,,24.2,223.7,1.3,0
801 온천동,2014,6,24,16,점검,점검,점검,,23.2,211.7,1.9,0
801 온천동,2014,6,24,17,점검,점검,점검,,23.2,216,1.5,0
801 온천동,2014,6,24,18,점검,점검,점검,,22.7,176.7,1.1,0
801 온천동,2014,6,24,19,0.6,0.073,78,,22.1,0,0.3,0
801 온천동,2014,6,24,20,0.6,0.069,85,,21.2,42.7,0.6,0
801 온천동,2014,6,24,21,0.6,0.058,66,,20.6,88.2,1.3,0
801 온천동,2014,6,24,22,0.5,0.048,70,,20.1,36.2,0.5,0
801 온천동,2014,6,24,23,0.6,0.051,71,,19.7,101.4,0.6,0
801 온천동,2014,6,24,24,0.7,0.049,71,,20,46.7,0.9,0
801 온천동,2014,6,25,1,0.5,0.043,68,,19.7,11.4,0.7,0
801 온천동,2014,6,25,2,0.5,0.038,74,,19.1,43.2,0.7,0
801 온천동,2014,6,25,3,0.5,0.032,70,,18.7,19.6,0.7,0
801 온천동,2014,6,25,4,0.4,0.029,80,,19,40.9,1,0
801 온천동,2014,6,25,5,0.3,0.027,61,,19.6,319,0.7,0
801 온천동,2014,6,25,6,0.3,0.029,64,,22.7,0,0.3,0
801 온천동,2014,6,25,7,0.4,0.042,68,,24.5,206.8,2,0
801 온천동,2014,6,25,8,0.5,0.045,72,,25.1,167.4,1.7,0
801 온천동,2014,6,25,9,0.5,0.05,83,,26.2,166,2.2,0
801 온천동,2014,6,25,10,0.6,0.056,82,,26.1,172,2.4,0
801 온천동,2014,6,25,11,0.7,0.058,99,,25.2,190.7,3.4,0
801 온천동,2014,6,25,12,0.7,0.056,93,,25.8,190.2,3.5,0
801 온천동,2014,6,25,13,0.6,0.053,102,,24.5,186.6,3.4,0
801 온천동,2014,6,25,14,0.6,0.055,93,,25.1,186,2.9,0
801 온천동,2014,6,25,15,0.6,0.055,91,,23.9,175,2.4,0
801 온천동,2014,6,25,16,0.7,0.063,73,,23.7,175,2.3,0
801 온천동,2014,6,25,17,0.6,0.062,88,,23.2,177.2,2,0
801 온천동,2014,6,25,18,0.6,0.068,96,,22.8,214.3,1.4,0
801 온천동,2014,6,25,19,0.6,0.075,105,,22.6,209.9,1.2,0
801 온천동,2014,6,25,20,0.6,0.074,88,,22.5,193.3,1.5,0
801 온천동,2014,6,25,21,0.6,0.063,88,,22.3,211.7,0.5,0
801 온천동,2014,6,25,22,0.6,0.06,102,,22.5,261.1,1.6,0
801 온천동,2014,6,25,23,0.5,0.052,103,,21.7,40.3,0.5,0
801 온천동,2014,6,25,24,0.4,0.035,97,,21.8,0,0.4,0
801 온천동,2014,6,26,1,0.3,0.026,81,,20.8,33.6,1,0
801 온천동,2014,6,26,2,0.2,0.019,84,,20.2,40.3,0.5,0
801 온천동,2014,6,26,3,0.2,0.018,63,,20,42.7,0.9,0
801 온천동,2014,6,26,4,0.2,0.02,70,,19.8,0,0.3,0
801 온천동,2014,6,26,5,0.3,0.028,73,,21.4,0,0.4,0
801 온천동,2014,6,26,6,0.3,0.026,78,,23,201.9,0.7,0
801 온천동,2014,6,26,7,0.5,0.041,76,,24.2,159.7,1.8,0
801 온천동,2014,6,26,8,0.5,0.048,95,,25.9,170.7,1.9,0
801 온천동,2014,6,26,9,0.6,0.058,98,,27.1,174.6,2.5,0
801 온천동,2014,6,26,10,0.5,0.054,107,,27.1,207,2.4,0
801 온천동,2014,6,26,11,0.5,0.053,105,,26,153.1,3.3,0
801 온천동,2014,6,26,12,0.4,0.043,96,,28.3,191.1,2.2,0
801 온천동,2014,6,26,13,0.4,0.047,86,,27.1,178.5,3.6,0
801 온천동,2014,6,26,14,0.4,0.04,84,,25.8,170.4,3,0
801 온천동,2014,6,26,15,0.4,0.05,67,,25.2,181.4,3.3,0
801 온천동,2014,6,26,16,0.4,0.051,82,,25.3,179.2,2.3,0
801 온천동,2014,6,26,17,0.3,0.05,73,,24.5,176.5,2,0
801 온천동,2014,6,26,18,0.4,0.054,84,,23,188.9,2.5,0
801 온천동,2014,6,26,19,0.3,0.055,72,,22.1,160.6,1.8,0
801 온천동,2014,6,26,20,0.3,0.056,68,,22.2,183.6,1.1,0
801 온천동,2014,6,26,21,0.2,0.051,82,,21.8,94.6,0.9,0
801 온천동,2014,6,26,22,0.3,0.054,79,,21,13.5,0.7,0
801 온천동,2014,6,26,23,0.2,0.049,86,,20.4,8.5,0.7,0
801 온천동,2014,6,26,24,0.2,0.041,75,,19.9,0.7,1,0
801 온천동,2014,6,27,1,0.4,0.038,73,,19.4,346.3,0.7,0
801 온천동,2014,6,27,2,0.4,0.032,73,,19.3,48.8,0.9,0
801 온천동,2014,6,27,3,0.3,0.03,66,,19.7,348.2,0.7,0
801 온천동,2014,6,27,4,0.2,0.026,67,,20.2,299.1,0.8,0
801 온천동,2014,6,27,5,0.2,0.026,61,,21.2,330.8,1.1,0
801 온천동,2014,6,27,6,0.2,0.036,67,,22.4,197.3,0.8,0
801 온천동,2014,6,27,7,0.3,0.047,66,,22.7,84.9,0.8,0
801 온천동,2014,6,27,8,0.3,0.044,72,,23.1,156.7,1.7,0
801 온천동,2014,6,27,9,0.3,0.04,55,,25.2,141.4,1.3,0
801 온천동,2014,6,27,10,0.2,0.039,45,,26.3,158.2,2.2,0
801 온천동,2014,6,27,11,0.1,0.033,42,,26.6,147.1,2.2,0
801 온천동,2014,6,27,12,0.1,0.038,47,,26.1,156.6,3.6,0
801 온천동,2014,6,27,13,0.1,0.035,45,,26.7,145.1,2.5,0
801 온천동,2014,6,27,14,0.2,0.031,38,,27.1,172.5,2.1,0
801 온천동,2014,6,27,15,0.3,0.04,38,,28.1,155.7,1.8,0
801 온천동,2014,6,27,16,0.3,0.039,31,,26.6,141.2,1.4,0
801 온천동,2014,6,27,17,0.3,0.048,34,,24.6,144.6,1.2,0
801 온천동,2014,6,27,18,0.4,0.054,45,,22.8,0,0.4,0
801 온천동,2014,6,27,19,0.3,0.049,40,,22.4,354,0.6,0
801 온천동,2014,6,27,20,0.3,0.041,41,,22.2,0,0.4,0
801 온천동,2014,6,27,21,0.3,0.043,46,,21.9,26.6,0.6,0
801 온천동,2014,6,27,22,0.4,0.047,38,,21.4,27.1,1,0
801 온천동,2014,6,27,23,0.3,0.036,62,,21,17.4,1,0
801 온천동,2014,6,27,24,0.2,0.028,49,,21.3,84.2,0.8,0
801 온천동,2014,6,28,1,0.2,0.029,45,,21.7,70.7,0.5,0
801 온천동,2014,6,28,2,0.2,0.023,51,,21.5,181.1,0.8,0
801 온천동,2014,6,28,3,0.2,0.027,45,,20.9,62,1.3,0
801 온천동,2014,6,28,4,0.2,0.026,56,,21,68.6,0.6,0
801 온천동,2014,6,28,5,0.1,0.022,56,,22.3,0,0.2,0
801 온천동,2014,6,28,6,0.2,0.028,52,,23.6,267.5,0.8,0
801 온천동,2014,6,28,7,0.4,0.043,50,,24.5,332.5,2.5,0
801 온천동,2014,6,28,8,0.3,0.043,59,,26.6,279.8,1.7,0
801 온천동,2014,6,28,9,0.5,0.044,66,,28,291.8,1.3,0
801 온천동,2014,6,28,10,0.5,0.046,57,,28.5,280.1,2.8,0
801 온천동,2014,6,28,11,0.6,0.048,79,,29.7,307.9,2.5,0
801 온천동,2014,6,28,12,0.6,0.045,66,,29.9,269.9,3,0
801 온천동,2014,6,28,13,0.6,0.043,71,,28.7,220.4,4.2,0
801 온천동,2014,6,28,14,0.7,0.058,67,,27.9,237.4,3.5,0
801 온천동,2014,6,28,15,0.8,0.068,56,,28.2,263.9,4,0
801 온천동,2014,6,28,16,0.7,0.057,77,,27.7,265.5,3.8,0
801 온천동,2014,6,28,17,0.6,0.054,80,,26.8,258.3,3.5,0
801 온천동,2014,6,28,18,0.7,0.073,76,,26.2,287.2,2.1,0
801 온천동,2014,6,28,19,0.6,0.062,79,,25.1,206.3,0.7,0
801 온천동,2014,6,28,20,0.4,0.046,71,,24.9,172.8,0.5,0
801 온천동,2014,6,28,21,0.4,0.042,67,,25.3,100.4,0.7,0
801 온천동,2014,6,28,22,0.4,0.04,57,,25.3,35.1,0.8,0
801 온천동,2014,6,28,23,0.3,0.037,61,,24.5,158.5,1.7,0
801 온천동,2014,6,28,24,0.2,0.031,53,,24.3,319.3,1.9,0
801 온천동,2014,6,29,1,0.3,0.026,48,,23.2,338.3,1.3,0
801 온천동,2014,6,29,2,0.3,0.016,53,,22.8,332.7,1,0
801 온천동,2014,6,29,3,0.2,0.012,45,,22.1,120,0.9,0
801 온천동,2014,6,29,4,0.2,0.015,50,,22,0,0.4,0
801 온천동,2014,6,29,5,0.3,0.019,53,,23,26.8,0.7,0
801 온천동,2014,6,29,6,0.2,0.018,47,,25.4,246.3,1.2,0
801 온천동,2014,6,29,7,0.3,0.041,40,,25,270,2.8,0
801 온천동,2014,6,29,8,0.3,0.042,55,,25.9,277.7,3.8,0
801 온천동,2014,6,29,9,0.3,0.039,71,,27.4,274.1,3.7,0
801 온천동,2014,6,29,10,0.5,0.043,41,,27.7,284.8,1.8,0
801 온천동,2014,6,29,11,0.5,0.036,55,,28,176.2,1.9,0
801 온천동,2014,6,29,12,0.5,0.035,58,,27.6,179,2,0
801 온천동,2014,6,29,13,0.6,0.038,47,,28.1,196,1.7,0
801 온천동,2014,6,29,14,0.7,0.048,45,,26.7,187.2,2.1,0
801 온천동,2014,6,29,15,0.6,0.059,54,,26.3,166.2,2,0
801 온천동,2014,6,29,16,0.6,0.064,64,,25.7,152.3,1.2,0
801 온천동,2014,6,29,17,0.6,0.056,58,,25.3,0,0.3,0
801 온천동,2014,6,29,18,0.7,0.07,64,,24.3,44.9,0.7,0
801 온천동,2014,6,29,19,0.6,0.064,65,,23.7,123.4,0.8,0
801 온천동,2014,6,29,20,0.6,0.067,68,,22.9,327.1,0.7,0
801 온천동,2014,6,29,21,0.5,0.055,66,,22.3,0,0.4,0
801 온천동,2014,6,29,22,0.5,0.052,63,,21.9,188.5,0.7,0
801 온천동,2014,6,29,23,0.5,0.041,63,,21.7,252.3,0.6,0
801 온천동,2014,6,29,24,0.5,0.034,67,,21.2,220.8,0.5,0
801 온천동,2014,6,30,1,0.4,0.029,65,,21.2,342.7,0.7,0
801 온천동,2014,6,30,2,0.3,0.026,65,,20.8,0,0.1,0
801 온천동,2014,6,30,3,0.3,0.023,65,,20.7,321.7,0.7,0
801 온천동,2014,6,30,4,0.2,0.02,58,,20.9,357,0.8,0
801 온천동,2014,6,30,5,0.2,0.026,79,,21.5,353.4,0.8,0
801 온천동,2014,6,30,6,0.3,0.037,73,,22.7,281.1,0.6,0
801 온천동,2014,6,30,7,0.4,0.051,84,,22.7,336.3,0.6,0
801 온천동,2014,6,30,8,0.4,0.048,97,,24.4,231.8,0.5,0
801 온천동,2014,6,30,9,0.5,0.05,93,,24.9,184.3,1.7,0
801 온천동,2014,6,30,10,0.4,0.048,90,,25.5,181.2,3,0
801 온천동,2014,6,30,11,0.4,0.048,93,,25.5,185.1,2.6,0
801 온천동,2014,6,30,12,0.4,0.04,99,,24.3,189.5,2.8,0
801 온천동,2014,6,30,13,0.4,0.036,88,,24.7,194.2,2.4,0
801 온천동,2014,6,30,14,점검,점검,86,,24.3,188.1,2.6,0
801 온천동,2014,6,30,15,점검,점검,86,,24.8,196.4,2.3,0
801 온천동,2014,6,30,16,1,0.054,91,,23.9,160.8,2.4,0
801 온천동,2014,6,30,17,0.8,0.051,91,,23.3,194.2,2.3,0
801 온천동,2014,6,30,18,0.8,0.054,66,,23,189.6,1.9,0
801 온천동,2014,6,30,19,점검,점검,101,,22.6,197.1,1.3,0
801 온천동,2014,6,30,20,점검,점검,100,,22.3,127.3,0.7,0
801 온천동,2014,6,30,21,1,0.057,89,,22.2,195.9,1.3,0
801 온천동,2014,6,30,22,0.9,0.052,99,,22.3,174.3,0.8,0
801 온천동,2014,6,30,23,0.8,0.047,96,,21.5,0,0.3,0
801 온천동,2014,6,30,24,0.7,0.038,76,,21.4,0,0.2,0
801 온천동,2014,7,1,1,0.4,0.04,85,,21.1,36.1,0.6,0
801 온천동,2014,7,1,2,0.2,0.035,85,,20.9,66.2,0.6,0
801 온천동,2014,7,1,3,0.2,0.027,46,,20.5,12.7,0.6,0
801 온천동,2014,7,1,4,0.2,0.025,78,,20.3,17,0.9,0
801 온천동,2014,7,1,5,0.3,0.029,70,,21.1,359.4,0.6,0
801 온천동,2014,7,1,6,0.4,0.03,81,,22.9,319.8,1,0
801 온천동,2014,7,1,7,0.5,0.04,88,,25.6,325,0.6,0
801 온천동,2014,7,1,8,0.6,0.043,101,,27.3,153.2,1.3,0
801 온천동,2014,7,1,9,0.8,0.058,106,,27.5,187.8,2.6,0
801 온천동,2014,7,1,10,0.6,0.058,98,,27.2,188.8,3,0
801 온천동,2014,7,1,11,0.7,0.066,97,,27.1,198.1,3.7,0
801 온천동,2014,7,1,12,0.6,0.064,117,,27,183.2,3.3,0
801 온천동,2014,7,1,13,0.5,0.052,124,,27.3,189.7,3.3,0
801 온천동,2014,7,1,14,0.4,0.05,106,,26.4,191.5,3.9,0
801 온천동,2014,7,1,15,0.3,0.047,107,,26,182.6,3.3,0
801 온천동,2014,7,1,16,0.3,0.047,103,,25.5,186.3,2.9,0
801 온천동,2014,7,1,17,0.4,0.057,87,,25.1,207.3,1.8,0
801 온천동,2014,7,1,18,0.4,0.063,95,,24.5,175.1,1.8,0
801 온천동,2014,7,1,19,0.4,0.063,80,,23.9,198.6,1.2,0
801 온천동,2014,7,1,20,0.5,0.063,89,,23.4,137.6,1.1,0
801 온천동,2014,7,1,21,0.4,0.055,69,,23.1,0,0.4,0
801 온천동,2014,7,1,22,0.5,0.052,72,,23,128.6,0.6,0
801 온천동,2014,7,1,23,0.5,0.056,84,,22.6,73.6,0.6,0
801 온천동,2014,7,1,24,0.4,0.045,89,,21.7,0,0.4,0
801 온천동,2014,7,2,1,0.5,0.042,70,,21.7,115.9,0.6,0
801 온천동,2014,7,2,2,0.5,0.037,88,,21.7,148.8,0.7,0
801 온천동,2014,7,2,3,0.4,0.031,96,,21.6,136.9,0.8,0
801 온천동,2014,7,2,4,0.4,0.029,89,,22.1,0,0.2,0
801 온천동,2014,7,2,5,0.4,0.027,84,,22.6,327.4,0.5,0
801 온천동,2014,7,2,6,0.4,0.037,97,,23.5,19.1,0.6,0
801 온천동,2014,7,2,7,0.5,0.055,97,,24.6,187.9,0.8,0
801 온천동,2014,7,2,8,0.5,0.048,94,,25.6,161.1,0.9,0
801 온천동,2014,7,2,9,0.6,0.051,110,,26.1,160.7,1.4,0
801 온천동,2014,7,2,10,0.5,0.048,94,,25.7,171.2,1.8,0
801 온천동,2014,7,2,11,0.4,0.051,102,,25.2,173.7,2,0
801 온천동,2014,7,2,12,0.4,0.048,96,,26.1,170.5,1.7,0
801 온천동,2014,7,2,13,0.3,0.046,90,,24.6,190,2.1,0
801 온천동,2014,7,2,14,0.3,0.047,95,,23.7,179.2,2.2,0
801 온천동,2014,7,2,15,0.4,0.056,87,,24.1,196.7,1.6,0
801 온천동,2014,7,2,16,0.4,0.054,96,,23.2,194,1.8,0
801 온천동,2014,7,2,17,0.5,0.056,87,,23.1,127.1,0.9,0
801 온천동,2014,7,2,18,0.5,0.061,95,,22.2,133.9,0.9,0
801 온천동,2014,7,2,19,0.7,0.064,100,,21.7,120.7,0.6,1.5
801 온천동,2014,7,2,20,0.6,0.061,91,,21.2,0,0.4,2.5
801 온천동,2014,7,2,21,0.7,0.056,94,,21.2,0,0.3,4
801 온천동,2014,7,2,22,0.7,0.047,100,,20.5,0,0.4,5.5
801 온천동,2014,7,2,23,0.6,0.037,90,,20.7,319.7,0.7,4
801 온천동,2014,7,2,24,0.6,0.035,74,,20.5,0,0.4,5.5
801 온천동,2014,7,3,1,0.4,0.028,68,,20,250.8,0.7,7
801 온천동,2014,7,3,2,0.3,0.018,56,,20.1,270,1,6.5
801 온천동,2014,7,3,3,0.2,0.014,42,,20.1,27.6,1.1,9
801 온천동,2014,7,3,4,0.1,0.012,31,,20,221.4,0.7,10
801 온천동,2014,7,3,5,0.1,0.014,24,,20.6,169.8,1.2,0
801 온천동,2014,7,3,6,0.1,0.024,20,,20.5,295.3,1.1,0
801 온천동,2014,7,3,7,0.3,0.047,24,,21.1,261.8,1.4,0
801 온천동,2014,7,3,8,0.2,0.032,30,,21.2,229.5,0.9,0
801 온천동,2014,7,3,9,0.2,0.036,33,,21.5,262.1,1.1,0
801 온천동,2014,7,3,10,0.2,0.039,29,,22,302.3,0.9,0
801 온천동,2014,7,3,11,0.3,0.034,42,,24.2,291.8,1.1,0
801 온천동,2014,7,3,12,0.3,0.036,37,,22.7,244,0.8,0
801 온천동,2014,7,3,13,0.2,0.03,49,,24.2,315.5,1.5,0.5
801 온천동,2014,7,3,14,0.3,0.035,44,,23.7,218.5,0.5,0
801 온천동,2014,7,3,15,0.3,0.039,45,,23.1,0,0.3,0
801 온천동,2014,7,3,16,0.4,0.04,51,,23.1,293.1,0.5,0
801 온천동,2014,7,3,17,0.4,0.046,51,,22.2,347.1,0.6,0
801 온천동,2014,7,3,18,0.4,0.045,49,,22.1,285.1,0.6,0
801 온천동,2014,7,3,19,0.5,0.047,49,,21.5,288.5,0.5,0
801 온천동,2014,7,3,20,0.4,0.042,46,,21.6,178.1,0.5,0
801 온천동,2014,7,3,21,0.4,0.039,50,,21.7,252.9,0.6,0
801 온천동,2014,7,3,22,0.4,0.038,40,,21.5,212.7,0.7,0
801 온천동,2014,7,3,23,0.3,0.026,44,,21.3,224.9,0.5,0
801 온천동,2014,7,3,24,0.4,0.031,34,,20.9,0,0.4,0
801 온천동,2014,7,4,1,0.4,0.026,41,,20.9,287.5,0.7,0
801 온천동,2014,7,4,2,0.3,0.02,49,,21,311,0.7,0
801 온천동,2014,7,4,3,0.2,0.018,49,,21.1,313.8,0.6,0
801 온천동,2014,7,4,4,0.2,0.018,46,,21.3,338.4,0.7,0
801 온천동,2014,7,4,5,0.2,0.019,47,,22.2,248.8,0.8,0
801 온천동,2014,7,4,6,0.2,0.029,45,,22.8,296.7,1.1,0
801 온천동,2014,7,4,7,0.2,0.047,41,,24.3,316.9,0.8,0
801 온천동,2014,7,4,8,0.2,0.041,55,,25.5,282.9,1.2,0
801 온천동,2014,7,4,9,0.3,0.041,51,,26.1,282.2,1.3,0
801 온천동,2014,7,4,10,0.2,0.036,41,,25.5,171.5,1.4,0
801 온천동,2014,7,4,11,0.1,0.036,42,,25,235.7,1.1,0
801 온천동,2014,7,4,12,0.1,0.037,38,,28.3,272.2,1.4,0
801 온천동,2014,7,4,13,0.1,0.039,45,,29.2,227.3,1.5,0
801 온천동,2014,7,4,14,0.1,0.035,48,,26,145.9,2.9,0
801 온천동,2014,7,4,15,0.1,0.04,49,,25,150.4,2.1,0
801 온천동,2014,7,4,16,0.1,0.042,43,,25.2,147,1.7,0
801 온천동,2014,7,4,17,0.1,0.034,46,,23.9,148.1,2.3,0
801 온천동,2014,7,4,18,0.2,0.046,52,,22.9,166.7,1.7,0
801 온천동,2014,7,4,19,0.4,0.057,67,,22.1,333.8,1,0
801 온천동,2014,7,4,20,0.3,0.048,69,,21.6,166.6,0.5,0
801 온천동,2014,7,4,21,0.2,0.035,57,,21.4,178,0.6,0
801 온천동,2014,7,4,22,0.3,0.035,57,,21.1,347.1,0.7,0
801 온천동,2014,7,4,23,0.3,0.034,68,,20.9,15.1,0.5,0
801 온천동,2014,7,4,24,0.2,0.026,62,,20.4,321.7,0.6,0
801 온천동,2014,7,5,1,0.4,0.022,54,,20.2,8.9,0.7,0
801 온천동,2014,7,5,2,0.6,0.024,62,,19.9,350.3,0.8,0
801 온천동,2014,7,5,3,0.6,0.023,65,,19.9,0,0.4,0
801 온천동,2014,7,5,4,0.5,0.021,59,,20.3,180.8,0.8,0
801 온천동,2014,7,5,5,0.5,0.021,63,,21.3,292.3,0.5,0
801 온천동,2014,7,5,6,0.5,0.022,61,,22.4,298.7,0.7,0
801 온천동,2014,7,5,7,0.5,0.029,50,,23.5,210.6,0.5,0
801 온천동,2014,7,5,8,0.5,0.028,61,,24.4,281.6,0.7,0
801 온천동,2014,7,5,9,0.6,0.03,61,,25.1,343.2,1.1,0
801 온천동,2014,7,5,10,0.6,0.028,67,,25.7,148.1,1.3,0
801 온천동,2014,7,5,11,0.5,0.027,62,,26.8,175.6,0.9,0
801 온천동,2014,7,5,12,0.4,0.029,58,,25.2,143.3,3,0
801 온천동,2014,7,5,13,0.3,0.034,60,,25.1,150.2,2.5,0
801 온천동,2014,7,5,14,0.3,0.045,61,,24.3,141.6,2.5,0
801 온천동,2014,7,5,15,0.2,0.04,54,,24.9,95.7,0.8,0
801 온천동,2014,7,5,16,0.1,0.032,53,,23.4,133.1,1.5,0
801 온천동,2014,7,5,17,0.2,0.03,49,,22.8,60.5,0.6,0
801 온천동,2014,7,5,18,0.3,0.037,51,,22.2,146.6,1.4,0
801 온천동,2014,7,5,19,0.4,0.041,44,,21.7,152.2,1.4,0
801 온천동,2014,7,5,20,0.3,0.034,50,,21,0,0.2,0
801 온천동,2014,7,5,21,0.3,0.03,46,,21.1,257.1,0.7,0
801 온천동,2014,7,5,22,0.3,0.025,46,,20.8,189.1,0.6,0
801 온천동,2014,7,5,23,0.4,0.028,45,,21.1,191.3,0.7,0
801 온천동,2014,7,5,24,0.4,0.024,47,,20.9,241.6,0.5,0
801 온천동,2014,7,6,1,0.3,0.019,47,,20.8,173,0.7,0
801 온천동,2014,7,6,2,0.3,0.015,33,,20.8,29.1,0.5,0
801 온천동,2014,7,6,3,0.2,0.014,35,,20.3,357.5,0.7,0
801 온천동,2014,7,6,4,0.3,0.016,34,,20.1,22,0.6,0
801 온천동,2014,7,6,5,0.2,0.016,37,,20.2,340.7,0.7,0
801 온천동,2014,7,6,6,0.3,0.022,31,,20.6,340,0.5,0
801 온천동,2014,7,6,7,0.4,0.028,42,,21.4,233.5,0.8,0.5
801 온천동,2014,7,6,8,0.6,0.053,46,,21.6,0,0.4,0
801 온천동,2014,7,6,9,0.4,0.035,44,,21.4,212.6,0.6,1
801 온천동,2014,7,6,10,0.4,0.031,48,,22,47.3,0.5,0
801 온천동,2014,7,6,11,0.4,0.027,48,,23,110.8,0.9,0
801 온천동,2014,7,6,12,0.4,0.027,37,,21.1,129,1.6,0.5
801 온천동,2014,7,6,13,0.4,0.023,37,,19.7,319,0.7,1
801 온천동,2014,7,6,14,0.5,0.039,37,,19.6,359.7,0.6,0.5
801 온천동,2014,7,6,15,0.4,0.036,23,,19.4,233.5,0.5,0.5
801 온천동,2014,7,6,16,0.5,0.039,37,,19.1,271.1,0.8,0.5
801 온천동,2014,7,6,17,0.5,0.038,45,,19.2,245.5,1.1,0
801 온천동,2014,7,6,18,0.5,0.035,43,,19.1,326.7,0.9,0
801 온천동,2014,7,6,19,0.5,0.038,31,,19.2,322.4,0.6,0
801 온천동,2014,7,6,20,0.5,0.039,39,,19.1,324.1,0.7,0
801 온천동,2014,7,6,21,0.6,0.039,48,,19.1,286.9,0.5,0
801 온천동,2014,7,6,22,0.5,0.035,64,,19.3,335.3,0.8,0
801 온천동,2014,7,6,23,0.5,0.031,56,,19.6,234.2,0.5,0
801 온천동,2014,7,6,24,0.5,0.03,55,,19,332.9,1.1,2
801 온천동,2014,7,7,1,0.3,0.024,43,,19.2,312.8,0.5,0
801 온천동,2014,7,7,2,0.2,0.022,49,,19.7,278.4,0.7,0
801 온천동,2014,7,7,3,0.2,0.019,45,,19.6,267.4,0.8,0
801 온천동,2014,7,7,4,0.1,0.021,45,,19.6,274.1,0.7,0
801 온천동,2014,7,7,5,0.2,0.024,50,,19.6,300.6,0.8,0.5
801 온천동,2014,7,7,6,0.1,0.03,55,,20.1,231.7,0.8,0
801 온천동,2014,7,7,7,0.3,0.044,48,,20.8,261.2,0.8,0
801 온천동,2014,7,7,8,0.4,0.042,66,,21.2,19.1,0.5,0
801 온천동,2014,7,7,9,0.7,0.052,62,,21.7,291.2,0.7,0.5
801 온천동,2014,7,7,10,0.5,0.044,48,,22.4,283.5,0.6,0
801 온천동,2014,7,7,11,0.5,0.042,48,,22.4,0,0.4,0
801 온천동,2014,7,7,12,0.5,0.04,54,,22.3,80.9,0.6,0
801 온천동,2014,7,7,13,0.5,0.037,49,,22.4,353.9,0.5,0
801 온천동,2014,7,7,14,0.4,0.036,49,,22.3,0,0.3,0
801 온천동,2014,7,7,15,0.4,0.035,36,,22.2,0,0.4,0
801 온천동,2014,7,7,16,0.4,0.036,49,,22.4,0,0.4,0
801 온천동,2014,7,7,17,0.5,0.04,59,,22.6,0,0.4,0
801 온천동,2014,7,7,18,0.6,0.044,55,,22.2,0,0.2,0
801 온천동,2014,7,7,19,0.6,0.044,48,,22.1,0,0.4,0
801 온천동,2014,7,7,20,0.5,0.041,48,,21.9,118.2,0.7,0
801 온천동,2014,7,7,21,0.4,0.03,44,,21.8,140.5,0.5,0
801 온천동,2014,7,7,22,0.4,0.03,44,,21.5,0,0.4,0
801 온천동,2014,7,7,23,0.4,0.025,40,,21.4,0.9,0.9,0
801 온천동,2014,7,7,24,0.5,0.027,44,,21.4,0,0.2,0
801 온천동,2014,7,8,1,0.4,0.025,56,,21.5,0,0.2,0
801 온천동,2014,7,8,2,0.3,0.021,58,,21.3,154.8,0.9,4.5
801 온천동,2014,7,8,3,0.1,0.016,60,,21.2,322.6,0.7,0
801 온천동,2014,7,8,4,0.2,0.02,52,,21.4,21.5,0.6,0
801 온천동,2014,7,8,5,0.2,0.02,52,,22,159.3,0.8,0
801 온천동,2014,7,8,6,0.2,0.022,54,,22.2,0,0.3,0
801 온천동,2014,7,8,7,0.4,0.03,48,,23.1,0,0,0
801 온천동,2014,7,8,8,0.5,0.032,58,,23.2,0,0.3,0.5
801 온천동,2014,7,8,9,0.7,0.043,59,,23.9,312.8,1.2,0.5
801 온천동,2014,7,8,10,0.6,0.04,65,,24.5,245.3,0.5,0.5
801 온천동,2014,7,8,11,0.6,0.037,70,,24,167.3,1.2,0.5
801 온천동,2014,7,8,12,0.5,0.036,41,,23.8,169.6,0.5,3
801 온천동,2014,7,8,13,0.4,0.04,61,,23.7,135.2,1.1,6
