측정소,year,월,일,시,CO,NO₂,PM10,PM2.5,Temp,direction(wind),speed(wind),Precipitation,humidity
701 광복동,2018,7,29,6,0.4,0.004,25,13,26.7,50,2.6,,69
701 광복동,2018,7,29,7,0.4,0.007,25,12,26.7,20,1.6,,70
701 광복동,2018,7,29,8,0.4,0.008,20,17,27.6,50,2.2,,70
701 광복동,2018,7,29,9,0.4,0.006,28,26,29.6,50,3.2,,65
701 광복동,2018,7,29,10,0.4,0.005,31,25,30.4,50,5.2,,63
701 광복동,2018,7,29,11,0.5,0.007,42,22,31.8,50,4.6,,56
701 광복동,2018,7,29,12,0.5,0.007,41,25,33.2,20,4.3,,52
701 광복동,2018,7,29,13,0.4,0.006,40,26,33.7,20,4.2,,46
701 광복동,2018,7,29,14,0.4,0.007,30,16,34.9,50,3.1,,42
701 광복동,2018,7,29,15,0.4,0.012,23,18,34.3,50,4.4,,43
701 광복동,2018,7,29,16,0.4,0.008,31,18,34.2,50,5,,46
701 광복동,2018,7,29,17,0.5,0.012,27,16,33.8,50,5.1,,48
701 광복동,2018,7,29,18,0.4,0.01,29,25,32.5,50,4.3,,53
701 광복동,2018,7,29,19,0.4,0.01,34,16,30.5,50,4.6,,57
701 광복동,2018,7,29,20,0.5,0.009,31,13,29.1,50,6.7,,64
701 광복동,2018,7,29,21,0.4,0.009,27,18,28,20,4.2,0,71
701 광복동,2018,7,29,22,0.4,0.008,20,9,26.9,50,3.6,0,79
701 광복동,2018,7,29,23,0.4,0.008,10,6,26.5,50,3.1,0,80
701 광복동,2018,7,29,24,0.4,0.007,8,6,26.2,50,3.3,0,86
701 광복동,2018,7,30,1,0.4,0.008,17,6,25.5,50,2.6,1,93
701 광복동,2018,7,30,2,0.4,0.007,17,4,25.7,20,2.9,0,92
701 광복동,2018,7,30,3,0.4,0.008,13,6,25.8,50,2,,91
701 광복동,2018,7,30,4,0.4,0.009,23,11,26,50,2.4,0,89
701 광복동,2018,7,30,5,0.4,0.009,27,14,26,50,2.1,0.1,90
701 광복동,2018,7,30,6,0.4,0.015,25,15,26.3,50,2.6,0,86
701 광복동,2018,7,30,7,0.4,0.017,30,14,26.4,50,1.8,,84
701 광복동,2018,7,30,8,0.5,0.014,31,14,27.5,50,2.1,,81
701 광복동,2018,7,30,9,0.5,0.022,34,11,28.8,50,2.4,,74
701 광복동,2018,7,30,10,0.5,0.026,33,21,28.4,50,2.5,,74
701 광복동,2018,7,30,11,0.5,0.019,34,29,31.2,50,3,,62
701 광복동,2018,7,30,12,0.5,0.023,32,22,32.1,50,3.8,,58
701 광복동,2018,7,30,13,점검,점검,점검,41,32.7,50,2.4,,59
701 광복동,2018,7,30,14,점검,점검,점검,21,32.6,90,3.2,,59
701 광복동,2018,7,30,15,0.4,0.018,점검,17,32,90,3.9,,62
701 광복동,2018,7,30,16,0.5,0.023,42,21,32.2,90,4.1,,62
701 광복동,2018,7,30,17,0.5,0.022,58,32,31.6,90,4.1,,61
701 광복동,2018,7,30,18,0.5,0.029,33,22,31.3,70,2.8,,54
701 광복동,2018,7,30,19,0.5,0.023,38,28,30.5,70,3.3,,57
701 광복동,2018,7,30,20,0.5,0.028,33,16,29.2,50,3.7,,63
701 광복동,2018,7,30,21,0.4,0.023,30,17,28.5,50,3.9,,62
701 광복동,2018,7,30,22,0.4,0.016,24,9,28,50,3.3,,66
701 광복동,2018,7,30,23,0.4,0.015,22,8,27.6,50,3.7,,66
701 광복동,2018,7,30,24,0.4,0.012,21,7,27.2,50,1.9,,69
701 광복동,2018,7,31,1,0.4,0.008,19,10,27,20,2.1,,69
701 광복동,2018,7,31,2,0.4,0.005,20,12,26.8,50,3.6,,69
701 광복동,2018,7,31,3,0.4,0.005,15,9,27,50,3.7,,66
701 광복동,2018,7,31,4,0.4,0.006,18,4,27,50,3.2,,69
701 광복동,2018,7,31,5,0.4,0.008,19,6,26.8,50,3.6,,72
701 광복동,2018,7,31,6,0.4,0.008,20,12,26.4,50,3.4,,75
701 광복동,2018,7,31,7,0.4,0.013,17,13,26.7,50,2.9,,75
701 광복동,2018,7,31,8,0.4,0.018,21,16,27.2,50,2.4,,76
701 광복동,2018,7,31,9,0.4,0.02,25,20,29.2,50,3.4,,68
701 광복동,2018,7,31,10,0.5,0.021,28,20,30.6,50,2.9,,62
701 광복동,2018,7,31,11,0.5,0.021,37,25,32.4,50,2.6,,58
701 광복동,2018,7,31,12,0.4,0.018,34,29,33.2,90,2.2,,55
701 광복동,2018,7,31,13,0.5,0.017,31,27,32.9,90,3.9,,56
701 광복동,2018,7,31,14,0.4,0.015,28,12,33,110,4.6,,53
701 광복동,2018,7,31,15,0.4,0.02,22,19,33.4,110,3.6,,51
701 광복동,2018,7,31,16,0.4,0.021,20,14,33.4,90,3.4,,51
701 광복동,2018,7,31,17,0.4,0.018,27,19,32.8,110,3.5,,54
701 광복동,2018,7,31,18,0.4,0.019,25,12,32.4,90,3,,52
701 광복동,2018,7,31,19,0.5,0.027,15,13,31.2,90,2.7,,55
701 광복동,2018,7,31,20,0.5,0.038,25,14,30.2,70,3.6,,56
701 광복동,2018,7,31,21,0.5,0.033,동불,25,29.1,70,2.4,,67
701 광복동,2018,7,31,22,0.4,0.022,동불,28,28.8,70,3.7,,60
701 광복동,2018,7,31,23,0.4,0.023,동불,19,28.6,50,3.4,,60
701 광복동,2018,7,31,24,0.4,0.024,동불,15,28.4,50,2.9,,62
701 광복동,2018,8,1,1,0.5,0.021,동불,14,27.8,50,2.9,,70
701 광복동,2018,8,1,2,0.4,0.016,동불,15,27.6,50,2.1,,70
701 광복동,2018,8,1,3,0.4,0.012,동불,17,27.3,50,2.4,,71
701 광복동,2018,8,1,4,0.4,0.009,15,9,27.2,50,2.4,,69
701 광복동,2018,8,1,5,0.4,0.007,13,7,27.3,50,2.8,,65
701 광복동,2018,8,1,6,0.4,0.013,13,6,27.5,50,2.3,,62
701 광복동,2018,8,1,7,0.4,0.023,14,2,27.4,50,1.8,,62
701 광복동,2018,8,1,8,0.4,0.024,16,5,28.5,50,2,,61
701 광복동,2018,8,1,9,0.4,0.024,29,14,30.7,50,2.8,,56
701 광복동,2018,8,1,10,0.5,0.029,23,14,32.4,110,2.8,,56
701 광복동,2018,8,1,11,0.5,0.023,41,33,32,110,3.5,,59
701 광복동,2018,8,1,12,0.4,0.019,36,29,33.4,110,3.6,,56
701 광복동,2018,8,1,13,0.4,0.019,35,18,33.3,110,4.2,,55
701 광복동,2018,8,1,14,0.4,0.018,31,21,33.9,110,3.8,,52
701 광복동,2018,8,1,15,0.4,0.017,28,28,33.9,110,4.2,,53
701 광복동,2018,8,1,16,0.5,0.021,28,26,33.5,110,4.4,,53
701 광복동,2018,8,1,17,0.5,0.027,동불,22,33.6,110,3.7,,54
701 광복동,2018,8,1,18,0.5,0.025,동불,29,33.1,110,2.9,,55
701 광복동,2018,8,1,19,0.5,0.031,동불,15,31.5,90,2.7,,63
701 광복동,2018,8,1,20,0.5,0.033,동불,25,30.1,90,2.9,,64
701 광복동,2018,8,1,21,0.4,0.023,동불,25,29.5,90,2.3,,62
701 광복동,2018,8,1,22,0.4,0.026,동불,11,29.2,70,2.3,,60
701 광복동,2018,8,1,23,0.4,0.023,동불,10,28.7,70,2.7,,61
701 광복동,2018,8,1,24,0.4,0.018,동불,6,28.5,70,2.4,,61
701 광복동,2018,8,2,1,0.4,0.022,동불,3,28.2,70,2.4,,65
701 광복동,2018,8,2,2,0.4,0.022,동불,19,28,70,2.3,,68
701 광복동,2018,8,2,3,0.4,0.016,동불,19,28,70,2.2,,71
701 광복동,2018,8,2,4,0.4,0.017,동불,29,27.7,50,1.9,,73
701 광복동,2018,8,2,5,0.4,0.012,동불,13,27.6,50,1.5,,74
701 광복동,2018,8,2,6,0.4,0.016,동불,13,27.3,50,2,,75
701 광복동,2018,8,2,7,0.4,0.022,동불,10,27.4,70,1.6,,75
701 광복동,2018,8,2,8,0.4,0.022,동불,9,28.4,70,2.2,,73
701 광복동,2018,8,2,9,0.4,0.018,동불,26,30.2,70,2.2,,68
701 광복동,2018,8,2,10,0.4,0.017,동불,23,31.5,90,2.6,,64
701 광복동,2018,8,2,11,0.4,0.017,점검,26,32.3,90,2.9,,61
701 광복동,2018,8,2,12,0.4,0.016,점검,30,32.7,110,3.5,,60
701 광복동,2018,8,2,13,0.4,0.014,28,23,33,70,2.7,,58
701 광복동,2018,8,2,14,0.4,0.013,30,28,32.9,110,4.1,,60
701 광복동,2018,8,2,15,0.4,0.015,27,26,33.2,110,3.5,,59
701 광복동,2018,8,2,16,0.4,0.019,25,24,33.2,110,3.1,,58
701 광복동,2018,8,2,17,0.5,0.023,29,19,32.6,110,3.3,,62
701 광복동,2018,8,2,18,0.5,0.024,29,22,32,110,3,,63
701 광복동,2018,8,2,19,0.5,0.025,20,18,30.7,110,3.9,,67
701 광복동,2018,8,2,20,0.5,0.028,25,14,29.4,90,3.3,,68
701 광복동,2018,8,2,21,0.4,0.027,27,19,29.1,90,2.4,,64
701 광복동,2018,8,2,22,0.4,0.025,30,14,28.4,110,2.3,,75
701 광복동,2018,8,2,23,0.4,0.028,27,15,28,70,2.3,,80
701 광복동,2018,8,2,24,0.4,0.024,27,19,27.8,90,2.7,,82
701 광복동,2018,8,3,1,0.4,0.015,32,14,27.7,70,2.5,,82
701 광복동,2018,8,3,2,0.4,0.014,33,17,27.5,70,2.2,,83
701 광복동,2018,8,3,3,0.4,0.01,21,12,27.5,70,2.7,,78
701 광복동,2018,8,3,4,0.4,0.012,26,14,27.4,70,2.2,,78
701 광복동,2018,8,3,5,0.4,0.025,31,18,27.5,70,1.9,,76
701 광복동,2018,8,3,6,0.4,0.026,27,14,27.4,90,1.5,,77
701 광복동,2018,8,3,7,0.4,0.032,26,17,27.3,90,1.6,,80
701 광복동,2018,8,3,8,0.5,0.021,37,21,28.2,90,1.3,,82
701 광복동,2018,8,3,9,0.5,0.018,29,20,30.4,140,0.9,,72
701 광복동,2018,8,3,10,0.5,0.02,34,28,31.2,200,3.2,,71
701 광복동,2018,8,3,11,0.5,0.017,38,27,32.3,200,3.5,,60
701 광복동,2018,8,3,12,0.5,0.017,42,32,33.2,200,4.8,,58
701 광복동,2018,8,3,13,0.5,0.017,36,30,32.9,200,5.3,,59
701 광복동,2018,8,3,14,0.5,0.019,42,33,32.5,230,5.7,,58
701 광복동,2018,8,3,15,0.5,0.021,38,35,33,230,5.6,,55
701 광복동,2018,8,3,16,0.5,0.019,38,31,32.4,250,6.6,,56
701 광복동,2018,8,3,17,0.5,0.022,33,22,32.4,200,5.8,,61
701 광복동,2018,8,3,18,0.5,0.017,33,32,31.7,230,6.3,,58
701 광복동,2018,8,3,19,0.5,0.023,30,20,30.7,230,4.9,,63
701 광복동,2018,8,3,20,0.5,0.026,33,21,29.9,230,4.8,,70
701 광복동,2018,8,3,21,0.5,0.022,44,22,29.2,250,2.3,,73
701 광복동,2018,8,3,22,0.5,0.021,36,16,29,270,2.9,,75
701 광복동,2018,8,3,23,0.5,0.024,44,23,29,250,4.8,,73
701 광복동,2018,8,3,24,0.4,0.024,41,16,28.7,250,4,,76
701 광복동,2018,8,4,1,0.4,0.02,42,22,28.4,270,4,,77
701 광복동,2018,8,4,2,0.4,0.019,42,20,28.1,270,3.4,,77
701 광복동,2018,8,4,3,0.4,0.025,28,26,27.9,270,4,,79
701 광복동,2018,8,4,4,0.4,0.02,39,27,27.6,250,3.4,,84
701 광복동,2018,8,4,5,0.4,0.022,33,22,27.4,250,3.8,,86
701 광복동,2018,8,4,6,0.4,0.015,31,26,27.3,270,5.1,,84
701 광복동,2018,8,4,7,0.4,0.015,34,28,27.3,250,3.9,,85
701 광복동,2018,8,4,8,0.4,0.012,38,21,28,250,3.4,,83
701 광복동,2018,8,4,9,0.5,0.012,36,34,29.7,270,3.7,,73
701 광복동,2018,8,4,10,0.5,0.013,37,23,30.7,250,4.6,,67
701 광복동,2018,8,4,11,0.5,0.011,39,25,31.6,250,5.8,,63
701 광복동,2018,8,4,12,0.5,0.015,33,29,32.3,250,6.4,,58
701 광복동,2018,8,4,13,0.5,0.019,35,27,33.1,230,4.9,,60
701 광복동,2018,8,4,14,0.4,0.017,47,30,32.6,200,6.6,,65
701 광복동,2018,8,4,15,0.5,0.019,44,25,32.6,200,6.6,,66
701 광복동,2018,8,4,16,0.5,0.017,37,25,32.6,230,6.4,,64
701 광복동,2018,8,4,17,0.5,0.015,36,20,32.3,230,6.7,,64
701 광복동,2018,8,4,18,0.5,0.018,37,25,31.6,230,7.2,,68
701 광복동,2018,8,4,19,0.5,0.021,38,26,31.4,200,5.7,,69
701 광복동,2018,8,4,20,0.5,0.021,37,20,30.6,230,3.9,,70
701 광복동,2018,8,4,21,0.5,0.016,41,26,30,250,5.1,,72
701 광복동,2018,8,4,22,0.4,0.012,32,13,29.4,290,6.1,,75
701 광복동,2018,8,4,23,0.4,0.01,29,18,28.9,290,4.8,,80
701 광복동,2018,8,4,24,0.4,0.009,33,21,28.6,290,5.5,,82
701 광복동,2018,8,5,1,0.5,0.009,31,16,28.5,270,4.3,,83
701 광복동,2018,8,5,2,0.5,0.011,31,14,28.6,270,2.7,,82
701 광복동,2018,8,5,3,0.5,0.019,20,15,28.4,270,1.6,,83
701 광복동,2018,8,5,4,0.5,0.023,34,23,28.3,320,3,,81
701 광복동,2018,8,5,5,0.5,0.01,42,25,28.2,340,2.8,,81
701 광복동,2018,8,5,6,0.5,0.007,31,26,28.3,320,3.1,,79
701 광복동,2018,8,5,7,0.5,0.008,37,23,28.2,340,3.5,,81
701 광복동,2018,8,5,8,0.5,0.011,39,25,28.6,320,4.1,,80
701 광복동,2018,8,5,9,0.5,0.009,32,29,30.4,340,3.4,,71
701 광복동,2018,8,5,10,0.5,0.009,34,23,32.3,340,2.3,,60
701 광복동,2018,8,5,11,0.5,0.008,31,27,33,290,5.8,,56
701 광복동,2018,8,5,12,0.5,0.008,36,30,35,290,3,,50
701 광복동,2018,8,5,13,0.5,0.011,33,28,36,290,1.5,,47
701 광복동,2018,8,5,14,0.5,0.022,29,26,35.9,230,4.1,,47
701 광복동,2018,8,5,15,0.5,0.022,41,38,34.1,200,6.1,,57
701 광복동,2018,8,5,16,0.5,0.025,35,25,34.2,200,5.2,,57
701 광복동,2018,8,5,17,0.6,0.023,42,31,35.4,200,5.2,,53
701 광복동,2018,8,5,18,0.6,0.019,42,30,32.9,180,4.9,,65
701 광복동,2018,8,5,19,0.6,0.027,45,34,31.8,180,3.9,,67
701 광복동,2018,8,5,20,0.6,0.028,50,27,30.9,230,3.5,,74
701 광복동,2018,8,5,21,0.6,0.03,45,30,30.4,230,2.4,,76
701 광복동,2018,8,5,22,0.6,0.04,46,31,30.1,250,2.5,,78
701 광복동,2018,8,5,23,0.6,0.043,45,30,29.9,230,1.8,,80
701 광복동,2018,8,5,24,0.6,0.033,44,28,30.2,200,1.2,,75
701 광복동,2018,8,6,1,0.6,0.032,47,27,29.3,250,1.4,,85
701 광복동,2018,8,6,2,0.6,0.047,47,25,29,0,0.2,,85
701 광복동,2018,8,6,3,0.6,0.05,40,20,29,0,0.3,,78
701 광복동,2018,8,6,4,0.6,0.051,47,36,28.9,290,1,,72
701 광복동,2018,8,6,5,0.6,0.047,55,38,28.7,50,1.4,,79
701 광복동,2018,8,6,6,0.5,0.03,51,48,28.3,70,1.8,,88
701 광복동,2018,8,6,7,0.6,0.038,40,28,28.3,110,0.5,,86
701 광복동,2018,8,6,8,0.6,0.043,41,35,29.1,70,1.4,,81
701 광복동,2018,8,6,9,0.6,0.043,58,44,30,90,0.8,,74
701 광복동,2018,8,6,10,0.7,0.04,56,39,31.4,110,3,,66
701 광복동,2018,8,6,11,0.6,0.034,56,35,32,90,2.8,,63
701 광복동,2018,8,6,12,0.5,0.023,47,37,31.7,90,3.1,,68
701 광복동,2018,8,6,13,0.5,0.017,46,37,32.9,90,3.8,,68
701 광복동,2018,8,6,14,0.5,0.013,47,38,32.3,110,4.6,,70
701 광복동,2018,8,6,15,0.5,0.014,41,35,32.8,110,3.7,,70
701 광복동,2018,8,6,16,점검,점검,41,35,31.9,110,3.1,,71
701 광복동,2018,8,6,17,0.4,0.021,39,19,30.7,110,3.1,,68
701 광복동,2018,8,6,18,0.5,0.027,34,21,30,70,2.3,,69
701 광복동,2018,8,6,19,0.5,0.028,31,21,29.4,70,2.5,0,77
701 광복동,2018,8,6,20,0.5,0.025,34,32,28.9,110,2.3,0,82
701 광복동,2018,8,6,21,0.5,0.022,29,27,28.7,90,1.8,0,81
701 광복동,2018,8,6,22,0.5,0.018,35,21,28.6,90,2.6,,84
701 광복동,2018,8,6,23,0.5,0.018,28,25,28.3,70,2.7,,83
701 광복동,2018,8,6,24,0.5,0.016,27,19,28.2,70,2.5,,82
701 광복동,2018,8,7,1,0.5,0.013,21,16,28,70,2.2,,83
701 광복동,2018,8,7,2,0.5,0.011,21,14,27.8,90,2.6,,84
701 광복동,2018,8,7,3,0.5,0.012,20,12,27.7,70,2.5,,81
701 광복동,2018,8,7,4,0.5,0.009,26,11,27.6,70,2,0,82
701 광복동,2018,8,7,5,0.5,0.014,20,9,27,70,2.5,0,86
701 광복동,2018,8,7,6,0.5,0.013,18,7,27,70,2.7,,80
701 광복동,2018,8,7,7,0.5,0.013,28,8,26.7,50,2.7,,80
701 광복동,2018,8,7,8,0.5,0.021,26,10,27,50,3.2,,78
701 광복동,2018,8,7,9,0.5,0.018,28,12,28.3,70,3.3,,72
701 광복동,2018,8,7,10,0.5,0.02,34,12,29.4,50,3.2,,69
701 광복동,2018,8,7,11,0.5,0.022,38,19,29.7,50,2.1,,67
701 광복동,2018,8,7,12,0.5,0.016,35,21,31.8,90,3.2,,58
701 광복동,2018,8,7,13,0.5,0.013,29,22,31.2,110,3.9,,62
701 광복동,2018,8,7,14,0.4,0.015,21,17,31.6,110,3.6,,59
701 광복동,2018,8,7,15,0.4,0.016,23,18,31.7,90,3.6,,59
701 광복동,2018,8,7,16,0.4,0.017,26,15,30.9,110,4.1,,63
701 광복동,2018,8,7,17,0.4,0.015,32,24,30.3,90,4.4,,65
701 광복동,2018,8,7,18,0.4,0.016,22,17,29.2,90,4.3,,67
701 광복동,2018,8,7,19,0.5,0.023,21,8,28.4,90,3.1,,68
701 광복동,2018,8,7,20,0.5,0.021,24,11,27.7,70,2,,71
701 광복동,2018,8,7,21,0.4,0.017,19,8,27.1,70,2.3,,72
701 광복동,2018,8,7,22,0.4,0.021,25,2,26.8,50,2.9,,73
701 광복동,2018,8,7,23,0.4,0.014,24,7,26.6,50,2.3,,71
701 광복동,2018,8,7,24,0.4,0.013,21,10,26.4,50,2.8,,74
701 광복동,2018,8,8,1,0.4,0.016,22,8,26.1,50,1.8,,77
701 광복동,2018,8,8,2,0.4,0.014,22,10,25.8,20,1.4,,77
701 광복동,2018,8,8,3,0.4,0.011,18,12,25.6,20,1.7,,78
701 광복동,2018,8,8,4,0.4,0.011,25,9,25.5,20,2,,77
701 광복동,2018,8,8,5,0.4,0.021,29,8,25.2,50,1.5,,75
701 광복동,2018,8,8,6,0.4,0.021,20,11,25.2,50,1.7,,76
701 광복동,2018,8,8,7,0.4,0.019,23,13,24.9,20,2.1,,76
701 광복동,2018,8,8,8,0.5,0.026,15,11,26.2,90,1.1,,70
701 광복동,2018,8,8,9,0.5,0.028,20,12,28.4,140,2.6,,64
701 광복동,2018,8,8,10,0.5,0.021,26,22,29.9,110,2.4,,60
701 광복동,2018,8,8,11,0.4,0.013,23,17,31,110,3.3,,61
701 광복동,2018,8,8,12,0.4,0.013,30,18,31.2,110,3.8,,64
701 광복동,2018,8,8,13,0.4,0.01,30,23,30.9,110,3.3,,63
701 광복동,2018,8,8,14,0.4,0.011,30,24,31.1,110,4,,62
701 광복동,2018,8,8,15,0.4,0.014,21,19,30.8,110,4.4,,62
701 광복동,2018,8,8,16,0.4,0.014,20,15,30.2,110,4.6,,63
701 광복동,2018,8,8,17,0.4,0.013,25,13,30,110,3.7,,65
701 광복동,2018,8,8,18,0.4,0.013,22,17,29.2,110,3.7,,68
701 광복동,2018,8,8,19,0.4,0.013,15,11,28.1,110,3.3,,72
701 광복동,2018,8,8,20,0.4,0.026,21,11,27.4,90,2.3,,74
701 광복동,2018,8,8,21,0.4,0.026,31,6,27.3,90,1.8,,74
701 광복동,2018,8,8,22,0.4,0.022,18,6,27.2,70,2.3,,73
701 광복동,2018,8,8,23,0.4,0.02,22,10,26.9,70,1.4,,75
701 광복동,2018,8,8,24,0.4,0.016,18,6,26.7,90,1.7,,73
701 광복동,2018,8,9,1,0.4,0.017,23,5,26.7,50,2.4,,73
701 광복동,2018,8,9,2,0.4,0.013,23,14,26.5,70,1.8,,74
701 광복동,2018,8,9,3,0.4,0.01,14,8,26.4,70,1.8,,74
701 광복동,2018,8,9,4,0.4,0.01,21,8,26,50,2.4,,74
701 광복동,2018,8,9,5,0.4,0.012,20,7,25.8,70,1.8,,74
701 광복동,2018,8,9,6,0.4,0.017,13,6,25.5,50,1.1,,75
701 광복동,2018,8,9,7,0.5,0.029,14,6,25.9,70,1.7,,73
701 광복동,2018,8,9,8,0.5,0.027,23,11,26.5,70,2.3,,71
701 광복동,2018,8,9,9,0.5,0.024,27,24,28.3,50,1.6,,66
701 광복동,2018,8,9,10,0.5,0.023,23,21,29.5,50,1.4,,62
701 광복동,2018,8,9,11,0.5,0.024,33,24,31.7,140,3.3,,58
701 광복동,2018,8,9,12,0.5,0.019,33,32,32.5,180,2.7,,57
701 광복동,2018,8,9,13,0.4,0.015,33,23,32,200,3.7,,59
701 광복동,2018,8,9,14,0.4,0.017,28,23,32.5,200,4.3,,59
701 광복동,2018,8,9,15,0.4,0.016,36,23,31.5,140,3.6,,60
701 광복동,2018,8,9,16,0.5,0.013,27,20,31.6,110,3.1,,62
701 광복동,2018,8,9,17,0.4,0.011,23,21,30.4,90,2.8,,64
701 광복동,2018,8,9,18,0.4,0.01,25,14,29.4,110,4,,71
701 광복동,2018,8,9,19,0.5,0.013,17,14,28.7,110,3.4,,76
701 광복동,2018,8,9,20,0.4,0.016,25,14,27.8,110,4,,78
701 광복동,2018,8,9,21,0.4,0.014,25,12,27.6,110,2.9,,79
701 광복동,2018,8,9,22,0.4,0.018,22,8,27.5,110,2.9,,78
701 광복동,2018,8,9,23,0.4,0.02,17,4,25.6,70,1.8,4.5,92
701 광복동,2018,8,9,24,0.4,0.022,17,4,25.7,70,1.6,9.8,92
701 광복동,2018,8,10,1,0.4,0.008,19,8,26.1,110,2.5,,88
701 광복동,2018,8,10,2,0.4,0.008,19,11,26,140,0.9,,90
701 광복동,2018,8,10,3,0.4,0.007,14,10,26.1,140,1.9,,88
701 광복동,2018,8,10,4,0.4,0.009,18,11,26.1,140,2,,84
701 광복동,2018,8,10,5,0.4,0.01,14,10,26.2,110,0.7,,87
701 광복동,2018,8,10,6,0.4,0.02,18,8,26.2,140,1.9,,85
701 광복동,2018,8,10,7,0.4,0.026,16,10,26.3,90,1.3,,82
701 광복동,2018,8,10,8,0.4,0.023,29,13,27,70,1.5,,81
701 광복동,2018,8,10,9,0.4,0.019,22,14,27.9,90,1.8,,78
701 광복동,2018,8,10,10,0.4,0.026,22,13,27.6,90,2.1,,79
701 광복동,2018,8,10,11,0.5,0.025,29,17,27,70,2.1,,79
701 광복동,2018,8,10,12,0.4,0.021,33,26,27,70,1.3,0,84
701 광복동,2018,8,10,13,0.4,0.032,28,20,26.8,70,1.5,0,83
701 광복동,2018,8,10,14,0.4,0.027,33,9,26.4,90,2.3,0,86
701 광복동,2018,8,10,15,0.4,0.035,24,17,26.6,70,2.5,0,86
701 광복동,2018,8,10,16,0.4,0.026,27,17,27.3,70,2.2,,79
701 광복동,2018,8,10,17,0.5,0.016,29,11,27.3,90,2.5,,79
701 광복동,2018,8,10,18,0.5,0.024,23,17,27.1,110,2.9,,83
701 광복동,2018,8,10,19,0.5,0.033,24,16,26.9,70,1.7,,81
701 광복동,2018,8,10,20,0.5,0.033,25,21,26.5,70,2.8,,80
701 광복동,2018,8,10,21,0.5,0.024,23,13,26.4,70,1.7,,82
701 광복동,2018,8,10,22,0.5,0.027,19,13,26.3,70,2.4,,82
701 광복동,2018,8,10,23,0.5,0.016,22,17,26.3,50,2.3,,82
701 광복동,2018,8,10,24,0.5,0.016,14,11,26.3,50,2.2,,83
701 광복동,2018,8,11,1,0.4,0.011,23,14,26.4,50,2.4,,81
701 광복동,2018,8,11,2,0.4,0.01,23,6,26.3,50,2,,82
701 광복동,2018,8,11,3,0.4,0.007,13,4,26.1,20,1.9,0,85
701 광복동,2018,8,11,4,0.4,0.006,13,12,25.7,50,2.3,,87
701 광복동,2018,8,11,5,0.4,0.007,14,11,25.7,50,2.1,,86
701 광복동,2018,8,11,6,0.4,0.008,16,10,25,50,2,0.7,94
701 광복동,2018,8,11,7,0.4,0.011,14,6,24.7,50,3.1,0,92
701 광복동,2018,8,11,8,0.4,0.012,13,2,25.3,50,2.6,,88
701 광복동,2018,8,11,9,0.5,0.014,14,8,26.3,50,2.6,,82
701 광복동,2018,8,11,10,0.5,0.017,15,13,26.5,50,3,,82
701 광복동,2018,8,11,11,0.5,0.019,17,14,27.7,50,2.5,0,78
701 광복동,2018,8,11,12,0.4,0.013,26,22,29.4,70,2.5,,70
701 광복동,2018,8,11,13,0.4,0.01,27,14,30.6,90,3.5,,61
701 광복동,2018,8,11,14,0.4,0.013,25,18,30.5,90,3.6,,66
701 광복동,2018,8,11,15,0.4,0.014,18,18,29.7,70,3,,69
701 광복동,2018,8,11,16,0.4,0.016,22,17,29.5,70,2.9,,69
701 광복동,2018,8,11,17,0.4,0.012,22,17,29.3,70,3.3,,70
701 광복동,2018,8,11,18,0.4,0.016,22,12,28.7,90,2.9,,75
701 광복동,2018,8,11,19,0.4,0.02,29,9,28.1,70,3.3,,74
701 광복동,2018,8,11,20,0.5,0.019,26,11,27.4,50,3.1,,76
701 광복동,2018,8,11,21,0.5,0.018,19,13,27,50,3.7,,77
701 광복동,2018,8,11,22,0.5,0.017,21,11,26.7,50,3.7,,77
701 광복동,2018,8,11,23,0.5,0.017,21,9,26.5,50,3.4,,77
701 광복동,2018,8,11,24,0.4,0.012,14,11,26.4,50,3.2,,79
701 광복동,2018,8,12,1,0.4,0.009,15,12,26.7,50,3,,81
701 광복동,2018,8,12,2,0.4,0.007,15,8,26.7,50,2.8,,83
701 광복동,2018,8,12,3,0.4,0.006,13,7,26.6,50,3.2,,83
701 광복동,2018,8,12,4,0.4,0.006,18,9,26.7,50,2.9,,82
701 광복동,2018,8,12,5,0.4,0.008,19,10,26.7,50,2.7,,82
701 광복동,2018,8,12,6,0.4,0.008,18,12,26.7,50,2.3,,81
701 광복동,2018,8,12,7,0.4,0.014,20,14,26.8,50,2.4,0,81
701 광복동,2018,8,12,8,0.4,0.017,22,13,26.8,50,1.9,0,84
701 광복동,2018,8,12,9,0.5,0.017,17,14,26.6,50,3,0,86
701 광복동,2018,8,12,10,0.5,0.012,23,10,27.1,50,2,0,83
701 광복동,2018,8,12,11,0.5,0.012,16,11,28.8,50,2.4,,74
701 광복동,2018,8,12,12,0.5,0.014,27,22,31.3,90,2.6,,68
701 광복동,2018,8,12,13,0.5,0.011,36,30,32,110,3,,68
701 광복동,2018,8,12,14,0.5,0.01,30,26,32.1,110,3.5,,66
701 광복동,2018,8,12,15,0.5,0.01,27,23,32,110,3.4,,66
701 광복동,2018,8,12,16,0.5,0.01,25,20,31.7,110,3.6,,69
701 광복동,2018,8,12,17,0.5,0.01,34,21,31.3,110,2.7,,71
701 광복동,2018,8,12,18,0.5,0.016,34,26,30.8,110,2.6,,74
701 광복동,2018,8,12,19,0.5,0.022,33,22,29.8,110,1.9,,77
